,id,name,review_count,category,rating,phone,display_phone,price,coord_lat,coord_long
16391,pHIcKkoReHTrTMgVux096g,The Meadow,105,herbsandspices,4.5,12126454633.0,(212) 645-4633,$$$, 40.72278, -73.99567
16392,pHIcKkoReHTrTMgVux096g,The Meadow,105,herbs&spices,4.5,12126454633.0,(212) 645-4633,$$$, 40.72278, -73.99567
16409,0zIH4uP1BYPPnUwmrDfUoA,Läderach Chocolatier Suisse,71,chocolate,4.5,16315944271.0,(631) 594-4271,$$$, 40.755032270091895, -73.97950534314553
16411,FS8KTM9HypQBgY-XP73zpA,Venchi,13,icecream,4.5,,,, 40.77406339411591, -73.95951531049595
16413,FS8KTM9HypQBgY-XP73zpA,Venchi,13,chocolate,4.5,,,, 40.77406339411591, -73.95951531049595
16423,QGAjnorz2c48-_evce4WZA,Lezzetli Mediterranean Ice Cream,5,icecream,3.0,,,$, 40.79812, -73.96692
16425,QGAjnorz2c48-_evce4WZA,Lezzetli Mediterranean Ice Cream,5,streetvendors,3.0,,,$, 40.79812, -73.96692
16459,YMztvWSTite--ICi1bBVNw,KikiLu Gelato Artigianale,35,cafes,4.5,,,, 40.74772, -74.02976
16461,YMztvWSTite--ICi1bBVNw,KikiLu Gelato Artigianale,35,icecream,4.5,,,, 40.74772, -74.02976
16507,jf3jbqkYR5Ew8q_LsGSJpg,Nadas,29,empanadas,5.0,,,, 40.73572672498562, -74.00034964084625
16509,jf3jbqkYR5Ew8q_LsGSJpg,Nadas,29,colombian,5.0,,,, 40.73572672498562, -74.00034964084625
16517,g-K9RFraEyOoY3IgszBCeQ,Teazzi Tea Shop,192,bubbletea,4.0,19172681999.0,(917) 268-1999,, 40.7371, -73.99582
16519,g-K9RFraEyOoY3IgszBCeQ,Teazzi Tea Shop,192,tea,4.0,19172681999.0,(917) 268-1999,, 40.7371, -73.99582
16520,g-K9RFraEyOoY3IgszBCeQ,Teazzi Tea Shop,192,tearooms,4.0,19172681999.0,(917) 268-1999,, 40.7371, -73.99582
16537,X85b5MKaSWNiiNl6nQqseA,Lazy Suzy Cafe & Shop,77,cafes,4.5,19172757222.0,(917) 275-7222,$, 40.69946, -73.92549
16539,X85b5MKaSWNiiNl6nQqseA,Lazy Suzy Cafe & Shop,77,coffee,4.5,19172757222.0,(917) 275-7222,$, 40.69946, -73.92549
16565,Bf9z_lhkJS_stJlesGip5w,Tornado Crepe,73,creperies,4.0,13472577736.0,(347) 257-7736,$, 40.701784884781, -73.9231627061963
16567,Bf9z_lhkJS_stJlesGip5w,Tornado Crepe,73,bubbletea,4.0,13472577736.0,(347) 257-7736,$, 40.701784884781, -73.9231627061963
16569,Bf9z_lhkJS_stJlesGip5w,Tornado Crepe,73,icecream,4.0,13472577736.0,(347) 257-7736,$, 40.701784884781, -73.9231627061963
16577,li5FevWeWhdgmsxf0cLCIg,T-Swirl Crepe,4,desserts,4.0,19293878181.0,(929) 387-8181,, 40.680337892304536, -73.97757561377628
16579,li5FevWeWhdgmsxf0cLCIg,T-Swirl Crepe,4,creperies,4.0,19293878181.0,(929) 387-8181,, 40.680337892304536, -73.97757561377628
16582,li5FevWeWhdgmsxf0cLCIg,T-Swirl Crepe,4,gluten-free,4.0,19293878181.0,(929) 387-8181,, 40.680337892304536, -73.97757561377628
16583,A7b42aJOIP-idMY_f2gZBg,Matchaful,74,coffee,3.5,16468469077.0,(646) 846-9077,, 40.72224, -73.9962999
16585,A7b42aJOIP-idMY_f2gZBg,Matchaful,74,wholesalers,3.5,16468469077.0,(646) 846-9077,, 40.72224, -73.9962999
16593,EF4M55USa1ZNy1rP5Kuk2w,Chez Moi,468,french,4.0,,,$$$, 40.6907305802403, -73.99551244328
16595,EF4M55USa1ZNy1rP5Kuk2w,Chez Moi,468,desserts,4.0,,,$$$, 40.6907305802403, -73.99551244328
16597,EF4M55USa1ZNy1rP5Kuk2w,Chez Moi,468,cocktailbars,4.0,,,$$$, 40.6907305802403, -73.99551244328
16599,JHrYO-6YObMSvyRw2vLCBA,Soft Swerve,22,icecream,4.5,17188780739.0,(718) 878-0739,, 40.71574104690286, -73.99906173108288
16601,JHrYO-6YObMSvyRw2vLCBA,Soft Swerve,22,catering,4.5,17188780739.0,(718) 878-0739,, 40.71574104690286, -73.99906173108288
16602,JHrYO-6YObMSvyRw2vLCBA,Soft Swerve,22,caterers,4.5,17188780739.0,(718) 878-0739,, 40.71574104690286, -73.99906173108288
16603,tc9OKGv_GutKsDO0BiZ3yA,Lady Moo Moo Ice Cream,131,icecream,5.0,12018449994.0,(201) 844-9994,$, 40.6815518229652, -73.9200956001878
16605,tc9OKGv_GutKsDO0BiZ3yA,Lady Moo Moo Ice Cream,131,desserts,5.0,12018449994.0,(201) 844-9994,$, 40.6815518229652, -73.9200956001878
16619,DLUi0R1630rCZ5hLYUWgYw,No Chewing Allowed,74,chocolate,4.5,,,$$$, 40.752915, -73.983679
16621,DLUi0R1630rCZ5hLYUWgYw,No Chewing Allowed,74,desserts,4.5,,,$$$, 40.752915, -73.983679
16639,l-qN-2S2hoXhoWtXJ0BX-A,Amorino Gelato,252,desserts,4.5,12128775700.0,(212) 877-5700,$$, 40.78379, -73.97825
16641,l-qN-2S2hoXhoWtXJ0BX-A,Amorino Gelato,252,macarons,4.5,12128775700.0,(212) 877-5700,$$, 40.78379, -73.97825
16643,l-qN-2S2hoXhoWtXJ0BX-A,Amorino Gelato,252,icecream,4.5,12128775700.0,(212) 877-5700,$$, 40.78379, -73.97825
16649,VUECB-Ut6Ij21CeRC28hwA,Ten Ichi Mart,50,bubbletea,4.5,13474575055.0,(347) 457-5055,, 40.687756, -73.990003
16651,VUECB-Ut6Ij21CeRC28hwA,Ten Ichi Mart,50,intlgrocery,4.5,13474575055.0,(347) 457-5055,, 40.687756, -73.990003
16652,VUECB-Ut6Ij21CeRC28hwA,Ten Ichi Mart,50,internationalgrocery,4.5,13474575055.0,(347) 457-5055,, 40.687756, -73.990003
16653,txSykTj5nbwmpiVNoK_Dyg,Blue Ribbon Brasserie - SoHo,1008,tradamerican,4.5,12122740404.0,(212) 274-0404,$$$, 40.725456, -74.003027
16654,txSykTj5nbwmpiVNoK_Dyg,Blue Ribbon Brasserie - SoHo,1008,american(traditional),4.5,12122740404.0,(212) 274-0404,$$$, 40.725456, -74.003027
16655,txSykTj5nbwmpiVNoK_Dyg,Blue Ribbon Brasserie - SoHo,1008,cocktailbars,4.5,12122740404.0,(212) 274-0404,$$$, 40.725456, -74.003027
16657,txSykTj5nbwmpiVNoK_Dyg,Blue Ribbon Brasserie - SoHo,1008,desserts,4.5,12122740404.0,(212) 274-0404,$$$, 40.725456, -74.003027
16659,x-HM_t3lYKFFs0LEcSC2eA,The Screen Door,43,icecream,4.5,19292835818.0,(929) 283-5818,, 40.72299, -73.94431
16667,z9sRnN1gPyxz9SJ52XDWoQ,Chobani,688,coffee,4.5,12123643970.0,(212) 364-3970,$, 40.7256895490098, -74.0010523796082
16669,z9sRnN1gPyxz9SJ52XDWoQ,Chobani,688,sandwiches,4.5,12123643970.0,(212) 364-3970,$, 40.7256895490098, -74.0010523796082
16671,z9sRnN1gPyxz9SJ52XDWoQ,Chobani,688,cafes,4.5,12123643970.0,(212) 364-3970,$, 40.7256895490098, -74.0010523796082
16679,_1R-CAYZ_yqgvrNQjBDyPQ,La Queen Tea House,70,bbq,3.0,17183335112.0,(718) 333-5112,, 40.63530133, -74.01112317
16680,_1R-CAYZ_yqgvrNQjBDyPQ,La Queen Tea House,70,barbeque,3.0,17183335112.0,(718) 333-5112,, 40.63530133, -74.01112317
16681,_1R-CAYZ_yqgvrNQjBDyPQ,La Queen Tea House,70,chinese,3.0,17183335112.0,(718) 333-5112,, 40.63530133, -74.01112317
16683,_1R-CAYZ_yqgvrNQjBDyPQ,La Queen Tea House,70,tea,3.0,17183335112.0,(718) 333-5112,, 40.63530133, -74.01112317
16684,_1R-CAYZ_yqgvrNQjBDyPQ,La Queen Tea House,70,tearooms,3.0,17183335112.0,(718) 333-5112,, 40.63530133, -74.01112317
16685,5QLOjmT6COV5R8-8e849IA,Angelina Gelateria,10,icecream,4.5,16463705171.0,(646) 370-5171,, 40.747261, -73.98634
16687,5QLOjmT6COV5R8-8e849IA,Angelina Gelateria,10,italian,4.5,16463705171.0,(646) 370-5171,, 40.747261, -73.98634
16689,5QLOjmT6COV5R8-8e849IA,Angelina Gelateria,10,korean,4.5,16463705171.0,(646) 370-5171,, 40.747261, -73.98634
16691,lDT8tWq3vp5nKRNns1i2uQ,Katagiri Japanese Grocery,188,convenience,4.5,19174727025.0,(917) 472-7025,$$, 40.750942, -73.97706
16692,lDT8tWq3vp5nKRNns1i2uQ,Katagiri Japanese Grocery,188,conveniencestores,4.5,19174727025.0,(917) 472-7025,$$, 40.750942, -73.97706
16693,lDT8tWq3vp5nKRNns1i2uQ,Katagiri Japanese Grocery,188,intlgrocery,4.5,19174727025.0,(917) 472-7025,$$, 40.750942, -73.97706
16694,lDT8tWq3vp5nKRNns1i2uQ,Katagiri Japanese Grocery,188,internationalgrocery,4.5,19174727025.0,(917) 472-7025,$$, 40.750942, -73.97706
16695,KHCEsOxsqw-XPdJaUrJ__g,OC Dessert,50,desserts,3.0,17186793000.0,(718) 679-3000,$, 40.637854, -74.007828
16711,ihjJqrOIVgTaWuIBV03PeQ,Chocolate DIP,3,creperies,4.5,16467558358.0,(646) 755-8358,, 40.72969289687045, -74.0009312
16713,ihjJqrOIVgTaWuIBV03PeQ,Chocolate DIP,3,waffles,4.5,16467558358.0,(646) 755-8358,, 40.72969289687045, -74.0009312
16715,ihjJqrOIVgTaWuIBV03PeQ,Chocolate DIP,3,pancakes,4.5,16467558358.0,(646) 755-8358,, 40.72969289687045, -74.0009312
16727,UGbsl_7kKb0FY-I4HF2HIg,Chocolate Dip,87,creperies,4.0,16467558358.0,(646) 755-8358,, 40.721797, -73.98856
16729,UGbsl_7kKb0FY-I4HF2HIg,Chocolate Dip,87,waffles,4.0,16467558358.0,(646) 755-8358,, 40.721797, -73.98856
16731,UGbsl_7kKb0FY-I4HF2HIg,Chocolate Dip,87,pancakes,4.0,16467558358.0,(646) 755-8358,, 40.721797, -73.98856
16739,Vs8kQ4R381y27AH018gLpg,Supper,1488,italian,4.0,12124777600.0,(212) 477-7600,$$, 40.72290786539601, -73.98520720537888
16741,Vs8kQ4R381y27AH018gLpg,Supper,1488,desserts,4.0,12124777600.0,(212) 477-7600,$$, 40.72290786539601, -73.98520720537888
16744,Vs8kQ4R381y27AH018gLpg,Supper,1488,winebars,4.0,12124777600.0,(212) 477-7600,$$, 40.72290786539601, -73.98520720537888
16755,I1X2vkOkdjwTL2MiKjvovQ,The Hideout Chai Bar,154,coffee,4.5,16466495868.0,(646) 649-5868,$, 40.7209790412755, -73.9910624415156
16757,I1X2vkOkdjwTL2MiKjvovQ,The Hideout Chai Bar,154,cafes,4.5,16466495868.0,(646) 649-5868,$, 40.7209790412755, -73.9910624415156
16759,WwiQM06S-rTtXY4mXB4FuQ,Cocohodo,190,desserts,4.0,13477320915.0,(347) 732-0915,$, 40.7634951174259, -73.8071145862341
16761,WwiQM06S-rTtXY4mXB4FuQ,Cocohodo,190,coffee,4.0,13477320915.0,(347) 732-0915,$, 40.7634951174259, -73.8071145862341
16763,WwiQM06S-rTtXY4mXB4FuQ,Cocohodo,190,shavedice,4.0,13477320915.0,(347) 732-0915,$, 40.7634951174259, -73.8071145862341
16765,VNseu9VC1cKfwn5q3Ze_1w,Lucky Paan,13,gourmet,5.0,17182004242.0,(718) 200-4242,$, 40.7421500176917, -73.982722
16766,VNseu9VC1cKfwn5q3Ze_1w,Lucky Paan,13,specialtyfood,5.0,17182004242.0,(718) 200-4242,$, 40.7421500176917, -73.982722
16767,0lMLRsJZSh2Uh1Eo0YrMPA,Eight Turn Crêpe,597,creperies,4.0,19293587988.0,(929) 358-7988,$$, 40.6911103552631, -73.98318508984897
16769,0lMLRsJZSh2Uh1Eo0YrMPA,Eight Turn Crêpe,597,icecream,4.0,19293587988.0,(929) 358-7988,$$, 40.6911103552631, -73.98318508984897
16772,0lMLRsJZSh2Uh1Eo0YrMPA,Eight Turn Crêpe,597,breakfast&brunch,4.0,19293587988.0,(929) 358-7988,$$, 40.6911103552631, -73.98318508984897
16773,cwSP0yZScIUQ9gptaQRzdA,Leila's Crepe Station,6,desserts,5.0,19148306347.0,(914) 830-6347,, 40.94158, -73.87907
16775,cwSP0yZScIUQ9gptaQRzdA,Leila's Crepe Station,6,foodtrucks,5.0,19148306347.0,(914) 830-6347,, 40.94158, -73.87907
16783,nHMDOIX32dGbfpuNUwsLNQ,AlMar,496,italian,4.0,17188555288.0,(718) 855-5288,$$, 40.702662, -73.989177
16786,nHMDOIX32dGbfpuNUwsLNQ,AlMar,496,breakfast&brunch,4.0,17188555288.0,(718) 855-5288,$$, 40.702662, -73.989177
16787,nHMDOIX32dGbfpuNUwsLNQ,AlMar,496,cocktailbars,4.0,17188555288.0,(718) 855-5288,$$, 40.702662, -73.989177
16797,zI1HxhDjrh9B8nHROel3JA,Doughlicious Challah,3,desserts,5.0,12019237657.0,(201) 923-7657,, 40.7687759399414, -73.9583435058594
16805,Xic74H7hA6Wa62QlVlw9Dw,Baonanas,83,desserts,4.5,12012052152.0,(201) 205-2152,, 40.72085, -74.07053
16835,K8KF4qgF97Qry_W4VEfJ7Q,Nieves Tia Mimi,30,shavedice,4.0,19172579930.0,(917) 257-9930,$, 40.748132, -73.87731
16837,K8KF4qgF97Qry_W4VEfJ7Q,Nieves Tia Mimi,30,icecream,4.0,19172579930.0,(917) 257-9930,$, 40.748132, -73.87731
16839,K8KF4qgF97Qry_W4VEfJ7Q,Nieves Tia Mimi,30,candy,4.0,19172579930.0,(917) 257-9930,$, 40.748132, -73.87731
16840,K8KF4qgF97Qry_W4VEfJ7Q,Nieves Tia Mimi,30,candystores,4.0,19172579930.0,(917) 257-9930,$, 40.748132, -73.87731
16853,L6FKyaMoHyGAYyp4YRcl3Q,Bklyn Cream,8,icecream,5.0,17186381023.0,(718) 638-1023,, 40.68110517446152, -73.97564298220898
16867,V_ZWhNiB4Wqi7F981e5PTA,Alphabet Scoop,85,icecream,4.5,12129821422.0,(212) 982-1422,$, 40.72778, -73.97995
16869,GBJOu9Rk4JqqWjB8ddYudw,La Mercerie,353,french,3.5,12128529097.0,(212) 852-9097,$$, 40.7202236743825, -74.0021909441629
16871,GBJOu9Rk4JqqWjB8ddYudw,La Mercerie,353,cocktailbars,3.5,12128529097.0,(212) 852-9097,$$, 40.7202236743825, -74.0021909441629
16874,GBJOu9Rk4JqqWjB8ddYudw,La Mercerie,353,breakfast&brunch,3.5,12128529097.0,(212) 852-9097,$$, 40.7202236743825, -74.0021909441629
16919,izraDvX7VD2SIomxSayyYA,Lucky Star,12,desserts,4.5,,,, 40.71796, -73.98549
16921,izraDvX7VD2SIomxSayyYA,Lucky Star,12,icecream,4.5,,,, 40.71796, -73.98549
16923,izraDvX7VD2SIomxSayyYA,Lucky Star,12,candy,4.5,,,, 40.71796, -73.98549
16924,izraDvX7VD2SIomxSayyYA,Lucky Star,12,candystores,4.5,,,, 40.71796, -73.98549
16925,ZOj7uiXs5IMQCjUrrcBCEw,Café Des Artistes,1,desserts,5.0,,,, 40.71345, -73.95487
16928,ZOj7uiXs5IMQCjUrrcBCEw,Café Des Artistes,1,beer,5.0,,,, 40.71345, -73.95487
16929,ZOj7uiXs5IMQCjUrrcBCEw,Café Des Artistes,1,wine&spirits,5.0,,,, 40.71345, -73.95487
16930,ZOj7uiXs5IMQCjUrrcBCEw,Café Des Artistes,1,cafes,5.0,,,, 40.71345, -73.95487
16932,ae8AqaVJ0sUHT4eJwMq-Pg,Spot Dessert Bar,848,desserts,4.0,19172852278.0,(917) 285-2278,$$, 40.75924, -73.8326
16934,ae8AqaVJ0sUHT4eJwMq-Pg,Spot Dessert Bar,848,coffee,4.0,19172852278.0,(917) 285-2278,$$, 40.75924, -73.8326
16936,ae8AqaVJ0sUHT4eJwMq-Pg,Spot Dessert Bar,848,icecream,4.0,19172852278.0,(917) 285-2278,$$, 40.75924, -73.8326
16938,bW3mY-voyav37nU0uaLmNQ,Dante,640,cocktailbars,4.0,12129825275.0,(212) 982-5275,$$, 40.72879, -74.00165
16940,bW3mY-voyav37nU0uaLmNQ,Dante,640,italian,4.0,12129825275.0,(212) 982-5275,$$, 40.72879, -74.00165
16943,bW3mY-voyav37nU0uaLmNQ,Dante,640,breakfast&brunch,4.0,12129825275.0,(212) 982-5275,$$, 40.72879, -74.00165
16944,z9OZvO6GRlPqiPNntwOOiQ,From The Hart Cookies,1,desserts,5.0,13475568276.0,(347) 556-8276,, 40.63119045, -74.10050825
16946,z9OZvO6GRlPqiPNntwOOiQ,From The Hart Cookies,1,bakeries,5.0,13475568276.0,(347) 556-8276,, 40.63119045, -74.10050825
16948,cZtBqsdejvZPrz9XEy9GQw,Creme,34,coffee,4.5,19172616813.0,(917) 261-6813,, 40.7158, -73.9898
16950,cZtBqsdejvZPrz9XEy9GQw,Creme,34,icecream,4.5,19172616813.0,(917) 261-6813,, 40.7158, -73.9898
16958,07Ko4kmFqTNVuIcm1mIcqg,Fruitti Yummi,26,icecream,4.0,17189287701.0,(718) 928-7701,$$, 40.6990681300769, -73.9188613647088
16960,L2gzjluAMjV0eW-6kqrS3w,Hanki,5,gourmet,5.0,,,, 40.704816, -74.012136
16961,L2gzjluAMjV0eW-6kqrS3w,Hanki,5,specialtyfood,5.0,,,, 40.704816, -74.012136
16962,5QMCREABTGv5WQFxlI05tg,Diem Eatery,49,coffee,4.5,19179091037.0,(917) 909-1037,$$, 40.69129, -73.99756
16964,5QMCREABTGv5WQFxlI05tg,Diem Eatery,49,vietnamese,4.5,19179091037.0,(917) 909-1037,$$, 40.69129, -73.99756
16966,5QMCREABTGv5WQFxlI05tg,Diem Eatery,49,icecream,4.5,19179091037.0,(917) 909-1037,$$, 40.69129, -73.99756
16986,gFmvZW7m0tu-SWjHqTwd2w,Amanda Bananas,50,icecream,4.5,19734957718.0,(973) 495-7718,$, 40.75171085516447, -74.02196512883651
16988,gFmvZW7m0tu-SWjHqTwd2w,Amanda Bananas,50,foodtrucks,4.5,19734957718.0,(973) 495-7718,$, 40.75171085516447, -74.02196512883651
16990,gFmvZW7m0tu-SWjHqTwd2w,Amanda Bananas,50,desserts,4.5,19734957718.0,(973) 495-7718,$, 40.75171085516447, -74.02196512883651
17002,QEVt49S75CWHb0QGjEccDw,Flour,1,pastashops,5.0,,,, 40.74351196965202, -74.0368121538512
17004,QEVt49S75CWHb0QGjEccDw,Flour,1,desserts,5.0,,,, 40.74351196965202, -74.0368121538512
17016,jYjJNB9qlmd6dbYZBaDjfw,Biao Sugar,408,bubbletea,4.0,13476301794.0,(347) 630-1794,$$, 40.748280071327144, -73.98845807259094
17018,KZNZNpOstzVrIWu2tJouJw,Mochi Mochi Cafe,7,cafes,4.5,12013679637.0,(201) 367-9637,, 40.856754, -73.966998
17020,KZNZNpOstzVrIWu2tJouJw,Mochi Mochi Cafe,7,bubbletea,4.5,12013679637.0,(201) 367-9637,, 40.856754, -73.966998
17022,KZNZNpOstzVrIWu2tJouJw,Mochi Mochi Cafe,7,coffee,4.5,12013679637.0,(201) 367-9637,, 40.856754, -73.966998
17024,SISVVveWIUlz00SrsXMGug,Snow Wolf,12,icecream,2.5,17184865619.0,(718) 486-5619,, 40.709947, -73.968606
17026,SISVVveWIUlz00SrsXMGug,Snow Wolf,12,coffee,2.5,17184865619.0,(718) 486-5619,, 40.709947, -73.968606
17029,SISVVveWIUlz00SrsXMGug,Snow Wolf,12,breakfast&brunch,2.5,17184865619.0,(718) 486-5619,, 40.709947, -73.968606
17044,j7a5gbDe3ieLcOXQhLJRvA,Hana House,2,vietnamese,4.5,,,, 40.69288, -73.98859
17046,j7a5gbDe3ieLcOXQhLJRvA,Hana House,2,noodles,4.5,,,, 40.69288, -73.98859
17048,j7a5gbDe3ieLcOXQhLJRvA,Hana House,2,icecream,4.5,,,, 40.69288, -73.98859
17050,wzzFzwbpDFY2-eZIAbU9Hw,Van Leeuwen Ice Cream - Lower East Side,131,icecream,4.0,16468692746.0,(646) 869-2746,$$, 40.72151, -73.98735
17052,1Y7IPJfLUPutqPw0pNPZyg,Gelateria Gentile,30,icecream,4.0,,,, 40.73317, -73.99326
17056,1Y7IPJfLUPutqPw0pNPZyg,Gelateria Gentile,30,desserts,4.0,,,, 40.73317, -73.99326
17066,S2cWAHIk9SK9151Dosclqw,Eddie's Sweet Shop,1021,desserts,4.0,17185208514.0,(718) 520-8514,$$, 40.71009, -73.84728
17068,S2cWAHIk9SK9151Dosclqw,Eddie's Sweet Shop,1021,icecream,4.0,17185208514.0,(718) 520-8514,$$, 40.71009, -73.84728
17074,8A09l9OZHbxJTnOslpKBQA,Thomas' Ice Cream Cafe,55,desserts,4.5,12012174328.0,(201) 217-4328,, 40.74063, -74.03782
17076,8A09l9OZHbxJTnOslpKBQA,Thomas' Ice Cream Cafe,55,coffee,4.5,12012174328.0,(201) 217-4328,, 40.74063, -74.03782
17078,8A09l9OZHbxJTnOslpKBQA,Thomas' Ice Cream Cafe,55,icecream,4.5,12012174328.0,(201) 217-4328,, 40.74063, -74.03782
17104,7Dp291PAk4ufpk6iQJpwsw,Mi Tea,176,bubbletea,4.5,12123803998.0,(212) 380-3998,$$, 40.72965, -74.00092
17116,YHKyFCIfmFgascFt_yOqRg,Yomie’s Rice X Yogurt,8,icecream,4.5,17183169813.0,(718) 316-9813,, 40.63961790470713, -74.00510299999999
17118,YHKyFCIfmFgascFt_yOqRg,Yomie’s Rice X Yogurt,8,bubbletea,4.5,17183169813.0,(718) 316-9813,, 40.63961790470713, -74.00510299999999
17120,KjGCBp86VWffCzi9ya2z-A,Brix Haus,4,icecream,5.0,,,, 40.66278, -73.95419
17144,jAaVnUKLITkuhzwXIe0vLQ,Cafe Mogador,1416,moroccan,4.5,17184869222.0,(718) 486-9222,$$, 40.719747, -73.959993
17147,jAaVnUKLITkuhzwXIe0vLQ,Cafe Mogador,1416,breakfast&brunch,4.5,17184869222.0,(718) 486-9222,$$, 40.719747, -73.959993
17148,jAaVnUKLITkuhzwXIe0vLQ,Cafe Mogador,1416,mediterranean,4.5,17184869222.0,(718) 486-9222,$$, 40.719747, -73.959993
17150,8kV08st8HUJd4hA-SiR3zg,Malai,1,icecream,5.0,13478895789.0,(347) 889-5789,, 40.743165, -74.009084
17158,v3pBPcct1N8wtlsnLO2lCw,Ring Ding Bar,25,desserts,4.0,12122748447.0,(212) 274-8447,$, 40.71749, -74.01007
17172,XX5Y0wHdN3yMqOPruWSkfw,Thick Ice Cream,2,icecream,4.5,,,, 40.7091349, -73.9433356
17174,MUnfUCPdxuvHI_oldK3LcQ,Chocolat Moderne,87,chocolate,4.5,12122294797.0,(212) 229-4797,$$$, 40.740633, -73.9927017
17176,MUnfUCPdxuvHI_oldK3LcQ,Chocolat Moderne,87,catering,4.5,12122294797.0,(212) 229-4797,$$$, 40.740633, -73.9927017
17177,MUnfUCPdxuvHI_oldK3LcQ,Chocolat Moderne,87,caterers,4.5,12122294797.0,(212) 229-4797,$$$, 40.740633, -73.9927017
17179,MUnfUCPdxuvHI_oldK3LcQ,Chocolat Moderne,87,weddingplanning,4.5,12122294797.0,(212) 229-4797,$$$, 40.740633, -73.9927017
17180,U6m4Q3KeH3EPw-C-IgKsPw,Sam's Delights,4,desserts,5.0,13478711557.0,(347) 871-1557,, 40.7388319, -73.9815337
17182,U6m4Q3KeH3EPw-C-IgKsPw,Sam's Delights,4,catering,5.0,13478711557.0,(347) 871-1557,, 40.7388319, -73.9815337
17183,U6m4Q3KeH3EPw-C-IgKsPw,Sam's Delights,4,caterers,5.0,13478711557.0,(347) 871-1557,, 40.7388319, -73.9815337
17184,sAnhdnb1IKt-d2hvFgGrWw,Raaka Chocolate,103,chocolate,4.5,18552553354.0,(855) 255-3354,$$, 40.68121, -74.00718
17186,rJfGgBleDYCVq2rkBr_w-Q,Barano,322,pizza,4.5,13479874500.0,(347) 987-4500,$$$, 40.710372, -73.96794
17188,rJfGgBleDYCVq2rkBr_w-Q,Barano,322,italian,4.5,13479874500.0,(347) 987-4500,$$$, 40.710372, -73.96794
17190,rJfGgBleDYCVq2rkBr_w-Q,Barano,322,desserts,4.5,13479874500.0,(347) 987-4500,$$$, 40.710372, -73.96794
17192,aAqEE8Teqn9zd8KLtVoI5g,Waffle & Bubble,34,bubbletea,4.0,12016248101.0,(201) 624-8101,, 40.76868, -74.03628
17194,aAqEE8Teqn9zd8KLtVoI5g,Waffle & Bubble,34,cafes,4.0,12016248101.0,(201) 624-8101,, 40.76868, -74.03628
17196,aAqEE8Teqn9zd8KLtVoI5g,Waffle & Bubble,34,coffee,4.0,12016248101.0,(201) 624-8101,, 40.76868, -74.03628
17198,rc51zp7N9aFIAInPnCafMA,Treats By Trice,1,desserts,5.0,16464817224.0,(646) 481-7224,, 40.81198709075456, -73.9428477
17206,nMNHZ8bbobCrs6VC9zCm8Q,Twenty Three Grand,34,diners,4.0,12122019117.0,(212) 201-9117,, 40.72279, -74.00491
17209,nMNHZ8bbobCrs6VC9zCm8Q,Twenty Three Grand,34,breakfast&brunch,4.0,12122019117.0,(212) 201-9117,, 40.72279, -74.00491
17210,nMNHZ8bbobCrs6VC9zCm8Q,Twenty Three Grand,34,desserts,4.0,12122019117.0,(212) 201-9117,, 40.72279, -74.00491
17220,XUq7GhyM898HRiQhg-Lmaw,Honey Crepes,37,creperies,4.5,16465719248.0,(646) 571-9248,, 40.73047, -73.98287
17222,XUq7GhyM898HRiQhg-Lmaw,Honey Crepes,37,coffee,4.5,16465719248.0,(646) 571-9248,, 40.73047, -73.98287
17224,XUq7GhyM898HRiQhg-Lmaw,Honey Crepes,37,cafes,4.5,16465719248.0,(646) 571-9248,, 40.73047, -73.98287
17238,SjG7CnTIuUBIo9T4BThkGQ,Employees Only,1616,newamerican,4.0,12122423021.0,(212) 242-3021,$$$, 40.73343, -74.00617
17239,SjG7CnTIuUBIo9T4BThkGQ,Employees Only,1616,american(new),4.0,12122423021.0,(212) 242-3021,$$$, 40.73343, -74.00617
17240,SjG7CnTIuUBIo9T4BThkGQ,Employees Only,1616,cocktailbars,4.0,12122423021.0,(212) 242-3021,$$$, 40.73343, -74.00617
17242,SjG7CnTIuUBIo9T4BThkGQ,Employees Only,1616,desserts,4.0,12122423021.0,(212) 242-3021,$$$, 40.73343, -74.00617
17244,tvgvaUpOJ6OQv6edy-zAQw,Nabila’s,28,lebanese,4.0,13476899504.0,(347) 689-9504,, 40.68563884890456, -73.99459569999999
17246,tvgvaUpOJ6OQv6edy-zAQw,Nabila’s,28,desserts,4.0,13476899504.0,(347) 689-9504,, 40.68563884890456, -73.99459569999999
17252,q2Vq56jenOx8cXD2fCupYg,Leitao,136,portuguese,4.5,12128109944.0,(212) 810-9944,$$$, 40.73495, -74.00628
17254,q2Vq56jenOx8cXD2fCupYg,Leitao,136,cocktailbars,4.5,12128109944.0,(212) 810-9944,$$$, 40.73495, -74.00628
17257,q2Vq56jenOx8cXD2fCupYg,Leitao,136,beer,4.5,12128109944.0,(212) 810-9944,$$$, 40.73495, -74.00628
17258,q2Vq56jenOx8cXD2fCupYg,Leitao,136,wine&spirits,4.5,12128109944.0,(212) 810-9944,$$$, 40.73495, -74.00628
17271,I6ombSl4D4YmlcyQOlkd5g,Kaylee's Creamery,276,icecream,4.5,13322011303.0,(332) 201-1303,$$, 40.74248, -73.98374
17273,JEuIdK9hzci9g_TuwfnZ_w,Society Cafe,239,newamerican,4.0,12123004525.0,(212) 300-4525,$$, 40.73621709073928, -73.99658457729866
